# Codigo de Zonas Fisiograficas, Municipios e Distritos de 1960 -- leitura em folhas de contato
# Formato: uf60 | pagina | codigo do municipio | NOME DO MUNICIPIO | codigo:nome do distrito, ...
60|232|6651|PACAEMBU|01:Pacaembu
60|232|6652|PARAPUA|01:Parapuã
60|232|6653|POMPEIA|01:Pompéia,03:Nôvo Cravinhos
81|270|8250|AGUDO|01:Agudo
81|270|8251|BARRA DO RIBEIRO|01:Barra do Ribeiro
81|270|8252|BOM RETIRO DO SUL|01:Bom Retiro do Sul
81|270|8253|CACEQUI|01:Cacequi,03:Saica,05:Umbu
81|270|8255|CANOAS|01:Canoas,03:Santa Rita
81|270|8256|ESTEIO|01:Esteio
81|270|8257|FAXINAL DO SOTURNO|01:Faxinal do Soturno,03:São José do Polesine
81|270|8258|GENERAL CAMARA|01:General Câmara,03:Melos,05:Santo Amaro do Sul
81|285|8400|ARROIO DO MEIO|01:Arroio do Meio,03:Nova Bréscia,05:Pouso Novo,07:Travesseiro
81|285|8401|ARVOREZINHA|01:Arvorezinha,03:Alvorada,05:Maurício Cardoso
81|285|8402|CAMPO BOM|01:Campo Bom
81|285|8403|CANDELARIA|01:Candelária,03:Batucaraí
81|285|8404|CANELA|01:Canela
81|285|8405|DOIS IRMAOS|01:Dois Irmãos,05:Santa Maria do Erval
81|285|8406|ENCANTADO|01:Encantado,03:Anta Gorda,05:Ilópolis,07:Putinga,09:Relvado,11:Itapuca
81|285|8407|ESTANCIA VELHA|01:Estância Velha,03:Ivoti
40|125|4337|SENHORA DO PORTO|01:Senhora do Pôrto
40|125|4338|TARUMIRIM|01:Tarumirim,03:Itapiruna,05:Santa Bárbara,07:São José do Acácio,09:São Vicente do Rio Doce,11:Senhora da Penha,13:Sobrália,15:Vai-Volta
40|125|4339|TUMIRITINGA|01:Tumiritinga,03:São Geraldo de Tumiritinga
40|125|4340|VIRGINOPOLIS|01:Virginópolis,03:Divino de Virginópolis,05:Gonzaga,07:São Geraldo da Piedade,09:Santa Efigênia,11:Sardoá
40|125|4341|VIRGOLANDIA|01:Virgolândia,03:Marilac
40|125|4400|ABRE CAMPO|01:Abre Campo,03:Granada,05:Pedra Bonita,07:Sericita
40|125|4401|ALEM PARAIBA|01:Além Paraíba,03:Angustura,05:Aventureiro
#   p.270 Cachoeira do Sul 8254: seis distritos com codigos inconsistentes na leitura -- reler
31|105|3212|ITAQUARA|01:Itaquara
31|105|3213|ITIRUCU|01:Itiruçu
31|105|3214|JAGUAQUARA|01:Jaguaquara,03:Apuarema,05:Ipiúna
31|105|3215|JEQUIE|01:Jequié,03:Aiquara,05:Baixão,07:Boaçu,09:Itagi,11:Itaibó,13:Itajuru,15:Jitaúna,17:Oriente Novo
31|105|3216|JIQUIRICA|01:Jiquiriçá
31|105|3217|LAJE|01:Laje,03:Capão,05:Engenheiro Pontes
31|105|3218|MARACAS|01:Maracás,03:Ibitiguira,05:Juraci,07:Lajedo do Tabocal,09:Nova Itaípe,11:Tamburi,13:Três Morros
31|105|3219|MUTUIPE|01:Mutuípe
40|166|4910|FRUTAL|01:Frutal,03:Aparecida de Minas,05:Planura
40|166|4911|ITAPAGIPE|01:Itapagipe
40|166|4912|ITUIUTABA|01:Ituiutaba,03:Gurinhatã,05:Ipiaçu
40|166|4913|ITURAMA|01:Iturama,03:Alexandrita
40|166|4914|MONTE ALEGRE DE MINAS|01:Monte Alegre de Minas
40|166|4915|PIRAJUBA|01:Pirajuba
40|166|4916|PRATA|01:Prata,03:Jardinésia,05:Patrimônio
40|166|4917|SANTA VITORIA|01:Santa Vitória
40|166|4918|TUPACIGUARA|01:Tupaciguara,03:Arapora
40|166|4919|UBERABA|01:Uberaba,03:Baixa
40|166|4920|UBERLANDIA|01:Uberlândia,03:Cruzeiro dos Peixotos,05:Martinésia,07:Miraporanga
81|278|8309|GAURAMA|01:Gaurama,03:Aurea,05:Balisa,07:Centenário
81|278|8310|GETULIO VARGAS|01:Getúlio Vargas,03:Erebango,05:Floriano Peixoto,07:Ipiranga
81|278|8311|GIRUA|01:Giruá,03:Ubiretama,05:Salgado Filho
81|278|8312|HORIZONTINA|01:Horizontina,03:Cascata,05:Doutor Maurício Cardoso,07:Pranchada,09:Pitanga
81|278|8313|HUMAITA|01:Humaitá,03:Sede Nova
81|278|8314|IRAI|01:Iraí,03:Alpestre,05:Farinhas,07:Planalto,09:Saltinho,11:São Gabriel,13:Volta Grande
81|278|8315|MARCELINO RAMOS|01:Marcelino Ramos,03:Coronel Teixeira,05:Maximiliano de Almeida
