arquivo,destino,nota
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6227_7125.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6227_7126.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6227_7127.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6227_7128.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6227_7129.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6228_7111.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6228_7112.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6228_7113.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6228_7114.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6228_7115.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6228_7116.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6228_7117.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6228_7118.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6228_7119.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6228_7120.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6228_7121.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6228_7122.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6228_7123.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6228_7124.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6228_7125.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6228_7126.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6228_7127.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6228_7128.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6228_7129.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6229_7111.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6229_7112.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6229_7113.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6229_7114.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6229_7115.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6229_7116.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6229_7117.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6229_7118.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6229_7119.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6229_7120.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6229_7121.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6229_7122.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6229_7123.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6229_7124.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6229_7125.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6229_7126.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6229_7127.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6229_7128.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6229_7129.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6230_7111.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6230_7112.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6230_7113.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6230_7114.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6230_7115.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6230_7116.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6230_7117.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6230_7118.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6230_7119.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6230_7120.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6230_7121.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6230_7122.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6230_7123.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6230_7124.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6230_7125.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6230_7126.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6230_7127.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6230_7128.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6230_7129.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6231_7111.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6231_7112.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6231_7113.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6231_7114.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6231_7115.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6231_7116.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6231_7117.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6231_7118.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6231_7119.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6231_7120.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6231_7121.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6231_7122.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6231_7123.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6231_7124.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6231_7125.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6231_7126.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6231_7127.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6231_7128.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/14_6231_7129.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/apoio.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/consulta.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/apoio_1942_z14/metadados.json,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/atlas_dados.json,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/atlas_qa_desktop.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/candidatos_manuais_localizacao.json,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/cobertura_CANDIDATOS.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/cobertura_controles_v4.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/componentes_CANDIDATOS.json,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/componentes_CANDIDATOS.npy,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/controles_resolvidos.json,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/guanabara_1960_MUNICIPAL_PRELIMINAR.gpkg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/homologos_automaticos_CANDIDATOS.json,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/homologos_para_revisao.json,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/homologos_prancha_01.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/homologos_prancha_02.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/homologos_prancha_03.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/homologos_prancha_04.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/homologos_prancha_05.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/linhas_cor_CANDIDATAS.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/paqueta_encarte_PRELIMINAR.tif,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/paqueta_encarte_PRELIMINAR.tif.gdalinfo.txt,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/paqueta_revisao_detalhada.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M01.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M02.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M03.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M04.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M05.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M06.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M06_4x.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M07.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M07_4x.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M08.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M08_4x.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M09.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M09_4x.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M10.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M11.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M12.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M13.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M14.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M15.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M16.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M17.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M18.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M19.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M20.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M21.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M22.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M23.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M24.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M25.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M26.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M27.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M28.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M29.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M30.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M31.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/revisao_controles/M32.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/segmentacao_CANDIDATOS_NAO_LIMITES.zip,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/segmentacao_DIAGNOSTICO.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/shapefile_CANDIDATOS/LEIA-ME.txt,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/shapefile_CANDIDATOS/candidatos_nao_limites.cpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/shapefile_CANDIDATOS/candidatos_nao_limites.dbf,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/shapefile_CANDIDATOS/candidatos_nao_limites.prj,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/shapefile_CANDIDATOS/candidatos_nao_limites.shp,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/shapefile_CANDIDATOS/candidatos_nao_limites.shx,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/sinopse_municipal_PRELIMINAR.tif,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/sinopse_municipal_PRELIMINAR.tif.gdalinfo.txt,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/sinopse_original_consulta.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/validacao_atlas.json,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/municipal_v4/validacao_municipal.json,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto/apoio_atual_bangu.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto/piloto_fonte_sem_tracado.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto/piloto_pixels.svg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto/piloto_pixels_NAO_GEORREFERENCIADO.gpkg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto/piloto_sobreposicao.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto/recortes/ampliacao_leste.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto/recortes/ampliacao_norte.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto/recortes/apoio1942_piloto.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto/recortes/bangu_realengo.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto/recortes/blue_sample.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto/recortes/controles_apoio_norte.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto/recortes/controles_apoio_sul.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto/recortes/controles_sinopse_norte.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto/recortes/controles_sinopse_sul.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto/recortes/grade_esquerda.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto/recortes/grade_inferior.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto/recortes/ilhas_1960.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto/recortes/moldura_noroeste.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto/recortes/moldura_sul.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto/recortes/oeste_1960.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto/recortes/piloto_ferrovia.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto/recortes/piloto_tres_circunscricoes.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto/recortes/piloto_tres_circunscricoes.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto/recortes/sul_1960.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto/recortes/v3_apoio1964_piloto.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto/recortes/v3_apoio_ne.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto/recortes/v3_sinopse_leste.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto/recortes/v3_sinopse_ne.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto/recortes/v3_sinopse_oeste.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto/recortes/v3_sinopse_sul.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto/recortes/zona_sul.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto/validacao_piloto.json,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/conferencia_geografica_PRELIMINAR.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/controles_georreferencia_resolvidos.json,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/controles_visuais/C01.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/controles_visuais/C02.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/controles_visuais/G01.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/controles_visuais/G02.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/controles_visuais/G03.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/controles_visuais/G04.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/controles_visuais/G05.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/controles_visuais/G06.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/controles_visuais/G07.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/diagnosticos/candidato_Bangu.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/diagnosticos/candidato_Barata_entroncamento.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/diagnosticos/candidato_Deodoro.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/diagnosticos/candidato_Estrada_Agua_Branca_oeste.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/diagnosticos/candidato_Gericino_curva.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/diagnosticos/candidato_Magalhaes.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/diagnosticos/candidato_Realengo.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/diagnosticos/candidato_Realengo_ferrovia_curva.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/diagnosticos/candidato_Rio_Grande.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/diagnosticos/candidato_Senador_Camara.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/diagnosticos/candidato_Sul_leste.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/diagnosticos/candidato_Sul_oeste.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/diagnosticos/sinopse_ajuste_provisorio.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/fonte_sem_tracado.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/gb1960_piloto_PRELIMINAR_shapefile.zip,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/piloto_georreferenciado_PRELIMINAR.gpkg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/piloto_pixels.gpkg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/shapefile/campos_e_limitacoes.json,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/shapefile/gb1960_piloto.cpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/shapefile/gb1960_piloto.dbf,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/shapefile/gb1960_piloto.prj,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/shapefile/gb1960_piloto.shp,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/shapefile/gb1960_piloto.shx,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/sinopse_piloto_PRELIMINAR.jgw,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/sinopse_piloto_PRELIMINAR.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/sinopse_piloto_PRELIMINAR.prj,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/sinopse_piloto_PRELIMINAR.tif,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/sobreposicao_ampliada.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/tracado_consolidado.json,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/validacao_georreferencia.json,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/validacao_tracado.json,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_ampliado/verificacao_geotiff.txt,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_refinado_v3/auditoria_georreferencia.gpkg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_refinado_v3/cobertura_e_checagens.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_refinado_v3/comparacao_ajustes.json,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_refinado_v3/diagnosticos/candidato_Afonsos_sul.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_refinado_v3/diagnosticos/candidato_Anchieta_divisa.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_refinado_v3/diagnosticos/candidato_Magalhaes_ferrovia.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_refinado_v3/diagnosticos/candidato_Marechal_ferrovia.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_refinado_v3/diagnosticos/candidato_Pavuna_divisa.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_refinado_v3/diagnosticos/candidato_Realengo_sul.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_refinado_v3/diagnosticos/candidato_Rio_Grande_leste.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_refinado_v3/diagnosticos/candidato_Santissimo.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/piloto_refinado_v3/diagnosticos/sinopse_ajuste_provisorio.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/preparacao/favelas_anexo_1968_ocr.txt,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/preparacao/favelas_historicas.json,P4,dados -> data/ de P4
