"grupo","linha","acao","n_antes","n_manter","texto_original","texto_corrigido","fonte_25","linhas_25","justificativa"
"21_21278_126_linha217177","217186","remover","2","1","21213525212781263329101572092000-                     \0033751","21213525212781263329101572092000-                     \0033751","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","331971","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_126_linha217181","217181","manter","2","1","2121352521278126336411357209200004200000000035-       \0033751","2121352521278126336411357209200004200000000035-       \0033751","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","331975","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_126_linha217181","217187","remover","2","1","2121352521278126336411357209200004200000000035-       \0033751","2121352521278126336411357209200004200000000035-       \0033751","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","331975","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_126_linha217180","217180","manter","2","1","2121352521278126332415557209200031100400241534-       \0033751","2121352521278126332415557209200031100400241534-       \0033751","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","331974","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_126_linha217180","217188","remover","2","1","2121352521278126332415557209200031100400241534-       \0033751","2121352521278126332415557209200031100400241534-       \0033751","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","331974","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_127_linha217191","217191","manter","2","1","2121352521278127332813054209200016200758020234-       \0033753","2121352521278127332813054209200016200758020234-       \0033753","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","331978","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_127_linha217191","217195","remover","2","1","2121352521278127332813054209200016200758020234-       \0033753","2121352521278127332813054209200016200758020234-       \0033753","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","331978","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_127_linha217194","217194","manter","2","1","21213525212781273319001542092000-                     \0033753","21213525212781273319001542092000-                     \0033753","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","331980","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_127_linha217194","217196","remover","2","1","21213525212781273319001542092000-                     \0033753","21213525212781273319001542092000-                     \0033753","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","331980","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_127_linha217193","217193","manter","2","1","21213525212781273319101542092000-                     \0033753","21213525212781273319101542092000-                     \0033753","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","331979","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_127_linha217193","217197","remover","2","1","21213525212781273319101542092000-                     \0033753","21213525212781273319101542092000-                     \0033753","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","331979","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_128_linha217201","217201","manter","2","1","2121352521278128332813174209200018210752010134-       \0033755","2121352521278128332813174209200018210752010134-       \0033755","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","331984","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_128_linha217201","217203","remover","2","1","2121352521278128332813174209200018210752010134-       \0033755","2121352521278128332813174209200018210752010134-       \0033755","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","331984","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_129_linha217207","217207","manter","2","1","21213525212781293319108572092000311-                  \0033757","21213525212781293319108572092000311-                  \0033757","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","331988","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_129_linha217207","217209","remover","2","1","21213525212781293319108572092000311-                  \0033757","21213525212781293319108572092000311-                  \0033757","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","331988","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_130_linha217215","217215","manter","2","1","21213525212781303329108572092000200-                  \0033759","21213525212781303329108572092000200-                  \0033759","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","331994","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_130_linha217215","217217","remover","2","1","21213525212781303329108572092000200-                  \0033759","21213525212781303329108572092000200-                  \0033759","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","331994","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_130_linha217214","217214","manter","2","1","21213525212781303319003572092000-                     \0033759","21213525212781303319003572092000-                     \0033759","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","331996","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_130_linha217214","217218","remover","2","1","21213525212781303319003572092000-                     \0033759","21213525212781303319003572092000-                     \0033759","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","331996","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_130_linha217213","217213","manter","2","1","2121352521278130332813267209200015200951030334-       \0033759","2121352521278130332813267209200015200951030334-       \0033759","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","331993","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_130_linha217213","217219","remover","2","1","2121352521278130332813267209200015200951030334-       \0033759","2121352521278130332813267209200015200951030334-       \0033759","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","331993","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_130_linha217216","217216","manter","2","1","21213525212781303329103572092000-                     \0033759","21213525212781303329103572092000-                     \0033759","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","331995","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_130_linha217216","217220","remover","2","1","21213525212781303329103572092000-                     \0033759","21213525212781303329103572092000-                     \0033759","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","331995","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_131_linha217223","217223","manter","2","1","2121352521278131332812957209200014200654020134-       \0033761","2121352521278131332812957209200014200654020134-       \0033761","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","331999","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_131_linha217223","217225","remover","2","1","2121352521278131332812957209200014200654020134-       \0033761","2121352521278131332812957209200014200654020134-       \0033761","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","331999","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_131_linha217224","217224","manter","2","1","21213525212781313319104572092000-                     \0033761","21213525212781313319104572092000-                     \0033761","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332000","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_131_linha217224","217226","remover","2","1","21213525212781313319104572092000-                     \0033761","21213525212781313319104572092000-                     \0033761","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332000","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_132_linha217229","217229","manter","2","1","2121352521278132332812057209200031100655030234-       \0033763","2121352521278132332812057209200031100655030234-       \0033763","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332003","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_132_linha217229","217232","remover","2","1","2121352521278132332812057209200031100655030234-       \0033763","2121352521278132332812057209200031100655030234-       \0033763","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332003","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_132_linha217231","217231","manter","2","1","21213525212781323329104572092000-                     \0033763","21213525212781323329104572092000-                     \0033763","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332004","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_132_linha217231","217233","remover","2","1","21213525212781323329104572092000-                     \0033763","21213525212781323329104572092000-                     \0033763","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332004","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_132_linha217230","217230","manter","2","1","21213525212781323319102572092000-                     \0033763","21213525212781323319102572092000-                     \0033763","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332005","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_132_linha217230","217234","remover","2","1","21213525212781323319102572092000-                     \0033763","21213525212781323319102572092000-                     \0033763","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332005","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_133_linha217237","217237","manter","2","1","2121352521278133332812054209200014310655040434-       \0033765","2121352521278133332812054209200014310655040434-       \0033765","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332008","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_133_linha217237","217243","remover","2","1","2121352521278133332812054209200014310655040434-       \0033765","2121352521278133332812054209200014310655040434-       \0033765","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332008","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_133_linha217239","217239","manter","2","1","21213525212781333319002542092000-                     \0033765","21213525212781333319002542092000-                     \0033765","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332012","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_133_linha217239","217244","remover","2","1","21213525212781333319002542092000-                     \0033765","21213525212781333319002542092000-                     \0033765","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332012","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_133_linha217238","217238","manter","2","1","21213525212781333319103542092000-                     \0033765","21213525212781333319103542092000-                     \0033765","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332010","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_133_linha217238","217245","remover","2","1","21213525212781333319103542092000-                     \0033765","21213525212781333319103542092000-                     \0033765","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332010","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_133_linha217240","217240","manter","2","1","21213525212781333319104542092000-                     \0033765","21213525212781333319104542092000-                     \0033765","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332009","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_133_linha217240","217246","remover","2","1","21213525212781333319104542092000-                     \0033765","21213525212781333319104542092000-                     \0033765","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332009","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_133_linha217242","217242","manter","2","1","21213525212781333319102542092000-                     \0033765","21213525212781333319102542092000-                     \0033765","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332011","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_133_linha217242","217247","remover","2","1","21213525212781333319102542092000-                     \0033765","21213525212781333319102542092000-                     \0033765","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332011","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_133_linha217241","217241","manter","2","1","2121352521278133331211457209200031100000000031-       \0033765","2121352521278133331211457209200031100000000031-       \0033765","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332013","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_133_linha217241","217248","remover","2","1","2121352521278133331211457209200031100000000031-       \0033765","2121352521278133331211457209200031100000000031-       \0033765","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332013","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_135_linha217259","217259","manter","2","1","2121352521278135332911457209200007210000000035-       \0033769","2121352521278135332911457209200007210000000035-       \0033769","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332022","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_135_linha217259","217261","remover","2","1","2121352521278135332911457209200007210000000035-       \0033769","2121352521278135332911457209200007210000000035-       \0033769","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332022","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_135_linha217258","217258","manter","2","1","2121352521278135332117357209200031100400120534-       \0033769","2121352521278135332117357209200031100400120534-       \0033769","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332023","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_135_linha217258","217262","remover","2","1","2121352521278135332117357209200031100400120534-       \0033769","2121352521278135332117357209200031100400120534-       \0033769","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332023","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_136_linha217267","217267","manter","2","1","21213525212781363319102572092000-                     \0033771","21213525212781363319102572092000-                     \0033771","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332028","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_136_linha217267","217269","remover","2","1","21213525212781363319102572092000-                     \0033771","21213525212781363319102572092000-                     \0033771","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332028","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_136_linha217266","217266","manter","2","1","21213525212781363319104572092000-                     \0033771","21213525212781363319104572092000-                     \0033771","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332027","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_136_linha217266","217270","remover","2","1","21213525212781363319104572092000-                     \0033771","21213525212781363319104572092000-                     \0033771","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332027","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_136_linha217265","217265","manter","2","1","2121352521278136332812757209200014200755030334-       \0033771","2121352521278136332812757209200014200755030334-       \0033771","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332026","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_136_linha217265","217271","remover","2","1","2121352521278136332812757209200014200755030334-       \0033771","2121352521278136332812757209200014200755030334-       \0033771","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332026","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_136_linha217268","217268","manter","2","1","21213525212781363329010572092000-                     \0033771","21213525212781363329010572092000-                     \0033771","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332029","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_136_linha217268","217272","remover","2","1","21213525212781363329010572092000-                     \0033771","21213525212781363329010572092000-                     \0033771","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332029","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_137_linha217277","217277","manter","2","1","21213525212781373310103542092000-                     \0033773","21213525212781373310103542092000-                     \0033773","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332033","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_137_linha217277","217279","remover","2","1","21213525212781373310103542092000-                     \0033773","21213525212781373310103542092000-                     \0033773","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332033","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_137_linha217276","217276","manter","2","1","21213525212781373320101542092000-                     \0033773","21213525212781373320101542092000-                     \0033773","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332034","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_137_linha217276","217280","remover","2","1","21213525212781373320101542092000-                     \0033773","21213525212781373320101542092000-                     \0033773","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332034","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_139_linha217289","217289","manter","2","1","2121352521278139332815654209082031100629050534-       \0033777","2121352521278139332815654209082031100629050534-       \0033777","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332041","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_139_linha217289","217291","remover","2","1","2121352521278139332815654209082031100629050534-       \0033777","2121352521278139332815654209082031100629050534-       \0033777","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332041","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_140_linha217296","217296","manter","2","1","2121352521278140332811954209200031100859010134-       \0033779","2121352521278140332811954209200031100859010134-       \0033779","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332046","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_140_linha217296","217298","remover","2","1","2121352521278140332811954209200031100859010134-       \0033779","2121352521278140332811954209200031100859010134-       \0033779","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332046","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_141_linha217301","217301","manter","2","1","2121352521278141331911157209022031100000000031-       \0033781","2121352521278141331911157209022031100000000031-       \0033781","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332051","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_141_linha217301","217305","remover","2","1","2121352521278141331911157209022031100000000031-       \0033781","2121352521278141331911157209022031100000000031-       \0033781","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332051","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_141_linha217303","217303","manter","2","1","2121352521278141331911357209022031100000000031-       \0033781","2121352521278141331911357209022031100000000031-       \0033781","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332050","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_141_linha217303","217306","remover","2","1","2121352521278141331911357209022031100000000031-       \0033781","2121352521278141331911357209022031100000000031-       \0033781","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332050","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_141_linha217302","217302","manter","2","1","21213525212781413329108572090220311-                  \0033781","21213525212781413329108572090220311-                  \0033781","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332052","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_141_linha217302","217307","remover","2","1","21213525212781413329108572090220311-                  \0033781","21213525212781413329108572090220311-                  \0033781","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332052","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_141_linha217304","217304","manter","2","1","2121352521278141332115757209022031100400030134-       \0033781","2121352521278141332115757209022031100400030134-       \0033781","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332053","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_141_linha217304","217308","remover","2","1","2121352521278141332115757209022031100400030134-       \0033781","2121352521278141332115757209022031100400030134-       \0033781","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332053","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_142_linha217311","217311","manter","2","1","2121352521278142332819865189191831100913110734-       \0033783","2121352521278142332819865189191831100913110734-       \0033783","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332056","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_142_linha217311","217313","remover","2","1","2121352521278142332819865189191831100913110734-       \0033783","2121352521278142332819865189191831100913110734-       \0033783","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332056","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_145_linha217322","217322","manter","2","1","2121352521278145332814864209092031100630110434-       \0033789","2121352521278145332814864209092031100630110434-       \0033789","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332066","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_145_linha217322","217327","remover","2","1","2121352521278145332814864209092031100630110434-       \0033789","2121352521278145332814864209092031100630110434-       \0033789","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332066","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_145_linha217325","217325","manter","2","1","21213525212781453310105542092000311-                  \0033789","21213525212781453310105542092000311-                  \0033789","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332070","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_145_linha217325","217331","remover","2","1","21213525212781453310105542092000311-                  \0033789","21213525212781453310105542092000311-                  \0033789","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332070","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_146_linha217335","217335","manter","2","1","21213525212781463329103542092000-                     \0033791","21213525212781463329103542092000-                     \0033791","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332075","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_146_linha217335","217339","remover","2","1","21213525212781463329103542092000-                     \0033791","21213525212781463329103542092000-                     \0033791","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332075","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_146_linha217334","217334","manter","2","1","21213525212781463329108542092000311-                  \0033791","21213525212781463329108542092000311-                  \0033791","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332073","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_146_linha217334","217340","remover","2","1","21213525212781463329108542092000311-                  \0033791","21213525212781463329108542092000311-                  \0033791","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332073","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_146_linha217336","217336","manter","2","1","21213525212781463329106542092000311-                  \0033791","21213525212781463329106542092000311-                  \0033791","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332074","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_146_linha217336","217341","remover","2","1","21213525212781463329106542092000311-                  \0033791","21213525212781463329106542092000311-                  \0033791","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332074","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21278_150_linha217355","217355","manter","2","1","2121352521278150332813054209200031100654000034-       \0033799","2121352521278150332813054209200031100654000034-       \0033799","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","332089","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
